Product Name,Price,Rating,Reviews,Product URL,Image URL,Brand
Samsung Galaxy A26 Dual SIM 5G 128GB/6GB Mobile Phone - Pink,"EGP 11,599.00",,,https://www.jumia.com.eg/samsung-galaxy-a26-dual-sim-5g-128gb6gb-mobile-phone-pink-131618223.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/2816131/1.jpg?4980,Samsung
Samsung A06 - 6.7 Inch 128GB/6GB Dual SIM 4G Mobile Phone - Light Blue,"EGP 5,870.00",,,https://www.jumia.com.eg/samsung-a06-6.7-inch-128gb6gb-dual-sim-4g-mobile-phone-light-blue-132033134.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/1330231/1.jpg?7045,Samsung
OPPO A3x - Dual SIM 4G 128GB/4GB Mobile Phone - Ocean Blue,"EGP 6,940.00",,1 out of 5(1),https://www.jumia.com.eg/oppo-a3x-dual-sim-4g-128gb4gb-mobile-phone-ocean-blue-130837394.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/3738031/1.jpg?7803,OPPO
XIAOMI Poco C75 - 6.88-inch 8GB/256GB Dual Sim 4G Mobile Phone - Black,"EGP 6,270.00",,4.3 out of 5(38),https://www.jumia.com.eg/poco-c75-6.8-256gb8gb-dual-sim-4g-mobile-phone-black-xiaomi-mpg3818373.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/7749921/1.jpg?4765,XIAOMI
Samsung Galaxy A36 Dual SIM 5G 128GB/8GB Mobile Phone - Awesome Black,"EGP 14,999.00",,5 out of 5(2),https://www.jumia.com.eg/galaxy-a36-dual-sim-5g-128gb8gb-mobile-phone-awesome-black-samsung-mpg3844010.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/9896131/1.jpg?2360,Samsung
XIAOMI Redmi 14C - 6.88-inch 8GB/256GB Dual Sim 4G Mobile Phone - Midnight Black,"EGP 6,890.00",,3.5 out of 5(13),https://www.jumia.com.eg/redmi-14c-6.88-inch-8gb256gb-dual-sim-4g-mobile-phone-midnight-black-xiaomi-mpg3818422.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/5101321/1.jpg?4506,XIAOMI
"Samsung Galaxy A05s Dual SIM, 128 GB, 6 GB RAM, 4G LTE - Black","EGP 6,060.00",,5 out of 5(1),https://www.jumia.com.eg/samsung-galaxy-a05s-dual-sim-128-gb-6-gb-ram-4g-lte-black-132060675.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/6060231/1.jpg?8143,Samsung
"Honor X9c Smart 12GB/256GB - 6.8""  Dual SIM 5G Mobile Phone -Ocean Cyan","EGP 18,252.00",,5 out of 5(3),https://www.jumia.com.eg/honor-x9c-smart-12gb256gb-6.8-dual-sim-5g-mobile-phone-ocean-cyan-132116111.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/1611231/1.jpg?9492,Honor
Infinix Hot 50I X6531 256+8 Sleek Black,"EGP 5,450.00",,5 out of 5(2),https://www.jumia.com.eg/infinix-hot-50i-x6531-2568-sleek-black-130966931.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/9669031/1.jpg?2423,Infinix
XIAOMI Redmi 13 Dual SIM 4G 256GB/8GB Mobile Phone - Midnight Black 6.5 Inch,"EGP 7,074.00",,5 out of 5(1),https://www.jumia.com.eg/xiaomi-redmi-13-dual-sim-4g-256gb8gb-mobile-phone-midnight-black-6.5-inch-130228890.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/8822031/1.jpg?3145,XIAOMI
OPPO A3 Dual SIM 4G 256GB/8GB Mobile Phone - Starry Purple,"EGP 9,680.00",,2.5 out of 5(2),https://www.jumia.com.eg/oppo-a3-dual-sim-4g-256gb8gb-mobile-phone-starry-purple-132999439.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/4999231/1.jpg?7684,OPPO
realme C75 - 6.7 Inch 128GB/8GB Dual SIM 4G Mobile Phone - Storm Black,"EGP 9,299.00",,3.3 out of 5(3),https://www.jumia.com.eg/realme-c75-6.7-inch-128gb8gb-dual-sim-4g-mobile-phone-storm-black-130922330.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/3229031/1.jpg?1977,realme
"Infinix Hot 50i (RAM: 6+6GB, ROM: 128GB ),6.7 Inch, 120Hz IPS LCD Display, Processor: Mediatek Helio G81, 5000 MAhBattery, Android 14, Saga Green","EGP 5,000.00",,5 out of 5(2),https://www.jumia.com.eg/hot-50i-ram-66gb-rom-128gb-6.7-inch-120hz-ips-lcd-display-processor-mediatek-helio-g81-5000-mahbattery-android-14-saga-green-infinix-mpg3845129.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/5611231/1.jpg?0326,Infinix
XIAOMI Redmi 14C - 6.88-inch 6GB/128GB Dual Sim 4G Mobile Phone - Starry Blue,"EGP 6,120.00",,4 out of 5(10),https://www.jumia.com.eg/redmi-14c-6.8-128gb6gb-dual-sim-4g-mobile-phone-starry-blue-xiaomi-mpg3818418.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/3101321/1.jpg?3666,XIAOMI
XIAOMI Poco C75 Dual SIM 4G 256GB/8GB Mobile Phone - Black 6.7 Inch,"EGP 6,237.00",,5 out of 5(1),https://www.jumia.com.eg/xiaomi-poco-c75-dual-sim-4g-256gb8gb-mobile-phone-black-6.7-inch-130143334.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/3341031/1.jpg?7983,XIAOMI
"OPPO A3x - 6.6"" 128GB/4GB Dual SIM 4G Mobile Phone - Nebula Red","EGP 6,858.00",,4.4 out of 5(20),https://www.jumia.com.eg/mobile-a3x-dual-sim-128gb-4gb-ram-4g-lte-nebula-red-oppo-mpg3818340.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/2115911/1.jpg?4049,OPPO
Vivo V50 Lite 4G - 256GB/8GB - Green,"EGP 11,999.00",,2 out of 5(1),https://www.jumia.com.eg/vivo-v50-lite-4g-256gb8gb-green-132116492.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/4611231/1.jpg?1456,Vivo
Vivo Y29 - 6.6 Inch 128GB/8GB Dual SIM 4G Mobile Phone - Brown,"EGP 8,099.00",,,https://www.jumia.com.eg/vivo-y29-6.6-inch-128gb8gb-dual-sim-4g-mobile-phone-brown-132116487.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/4611231/1.jpg?1473,Vivo
XIAOMI Redmi 14C - 6.88-inch 6GB/128GB Dual Sim 4G Mobile Phone - Midnight Black,"EGP 6,120.00",,4 out of 5(2),https://www.jumia.com.eg/redmi-14c-6.88-inch-6gb128gb-dual-sim-4g-mobile-phone-midnight-black-xiaomi-mpg3818419.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/3101321/1.jpg?3484,XIAOMI
OPPO A3 - Dual SIM 4G 128GB/6GB Mobile Phone - Sparkle Black,"EGP 8,150.00",,,https://www.jumia.com.eg/oppo-a3-dual-sim-4g-128gb6gb-mobile-phone-sparkle-black-130836290.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/2638031/1.jpg?8344,OPPO
XIAOMI Redmi Note 14 - Dual SIM 4G 256GB/8GB Mobile Phone - Ocean Blue,"EGP 10,200.00",,5 out of 5(1),https://www.jumia.com.eg/xiaomi-redmi-note-14-dual-sim-4g-256gb8gb-mobile-phone-ocean-blue-130836294.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/2638031/1.jpg?8344,XIAOMI
Samsung Galaxy A16 - 6.7-inch 8GB/256GB Dual Sim 4G - Mobile Phone - Black,"EGP 9,750.00",,3 out of 5(2),https://www.jumia.com.eg/mobile-galaxy-a16-dual-sim-256gb-8gb-ram-4g-lte-black-samsung-mpg3818561.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/9547621/1.jpg?0964,Samsung
Infinix MOBILE Hot 50 Dual SIM  8+8GB RAM 256GB 4G - Titanium Grey,"EGP 15,000.00",,4.8 out of 5(5),https://www.jumia.com.eg/infinix-mobile-hot-50-dual-sim-88gb-ram-256gb-4g-titanium-grey-130264885.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/8462031/1.jpg?5706,Infinix
Samsung Galaxy A05s Mobile Phone - 6.7 Inches - Dual SIM 4G 128GB/6GB - Light Violet,"EGP 6,048.00",,4.1 out of 5(31),https://www.jumia.com.eg/galaxy-a05s-mobile-phone-6.7-inches-dual-sim-4g-128gb6gb-light-violet-samsung-mpg3818730.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/1471001/1.jpg?6608,Samsung
realme Note 60x - 6.74 Inch 128GB-4GB Dual SIM 4G Mobile Phone - Marble Black,"EGP 5,390.00",,4.3 out of 5(4),https://www.jumia.com.eg/realme-note-60x-6.74-inch-128gb-4gb-dual-sim-4g-mobile-phone-marble-black-130862524.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/5268031/1.jpg?9066,realme
OPPO A3x - Dual SIM 4G 128GB/4GB Mobile Phone - Nebula Red,"EGP 6,730.00",,1 out of 5(1),https://www.jumia.com.eg/oppo-a3x-dual-sim-4g-128gb4gb-mobile-phone-nebula-red-130836292.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/2638031/1.jpg?8344,OPPO
"Samsung Galaxy A16 Dual SIM 4G 256GB/8GB Mobile Phone -Black 6.7 Inch With Wall Charger, 25 Watt, Type-C, Black - EP-T2510NBEGWW","EGP 10,240.00",,5 out of 5(3),https://www.jumia.com.eg/samsung-galaxy-a16-dual-sim-4g-256gb8gb-mobile-phone-black-6.7-inch-with-wall-charger-25-watt-type-c-black-ep-t2510nbegww-132041802.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/8140231/1.jpg?9526,Samsung
"Motorola MOBILE Moto G35 Dual Sim 256GB , 8+16GB RAM  , 5G , BLACK","EGP 7,922.00",,3 out of 5(3),https://www.jumia.com.eg/motorola-mobile-moto-g35-dual-sim-256gb-816gb-ram-5g-black-129805661.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/6508921/1.jpg?1050,Motorola
"OPPO Reno 13F - 6.67"" 256GB/8GB Dual SIM 4G Mobile Phone - Graphite Grey","EGP 16,092.00",,,https://www.jumia.com.eg/oppo-reno-13f-6.67-256gb8gb-dual-sim-4g-mobile-phone-graphite-grey-130198671.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/6891031/1.jpg?3424,OPPO
Samsung Galaxy A06 - 6.7-inch 6GB/128GB Dual Sim 4G - Mobile Phone - Light Blue,"EGP 6,090.00",,,https://www.jumia.com.eg/samsung-galaxy-a06-6.7-inch-6gb128gb-dual-sim-4g-mobile-phone-light-blue-130123164.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/1321031/1.jpg?3546,Samsung
Tecno Spark 30 Pro Mobile Phone – Dual SIM – 4G – 256GB – 8GB RAM – Arctic Glow,"EGP 9,899.00",,,https://www.jumia.com.eg/tecno-spark-30-pro-mobile-phone-dual-sim-4g-256gb-8gb-ram-arctic-glow-133540696.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/6045331/1.jpg?5952,Tecno
Tecno Spark Go 1 Mobile Phone – Dual SIM – 4G – 64GB – 3GB RAM – Startrail Black,"EGP 3,999.00",,,https://www.jumia.com.eg/tecno-spark-go-1-mobile-phone-dual-sim-4g-64gb-3gb-ram-startrail-black-133540688.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/6045331/1.jpg?5854,Tecno
Tecno Spark 30 Mobile Phone – Dual SIM – 4G – 256GB – 8GB RAM – Stellar Shadow,"EGP 7,299.00",,,https://www.jumia.com.eg/tecno-spark-30-mobile-phone-dual-sim-4g-256gb-8gb-ram-stellar-shadow-133540693.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/6045331/1.jpg?5925,Tecno
Tecno Spark 30 Pro Mobile Phone – Dual SIM – 4G – 256GB – 8GB RAM – Obsidian Edge,"EGP 9,899.00",,,https://www.jumia.com.eg/tecno-spark-30-pro-mobile-phone-dual-sim-4g-256gb-8gb-ram-obsidian-edge-133540695.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/6045331/1.jpg?6002,Tecno
Tecno Spark Go 1 Mobile Phone – Dual SIM – 4G – 64GB – 3GB RAM – Glittery White,"EGP 3,999.00",,,https://www.jumia.com.eg/tecno-spark-go-1-mobile-phone-dual-sim-4g-64gb-3gb-ram-glittery-white-133540689.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/6045331/1.jpg?5893,Tecno
Tecno Spark 30C Mobile Phone – Dual SIM – 4G – 256GB – 8GB RAM – Orbit Black,"EGP 6,399.00",,,https://www.jumia.com.eg/tecno-spark-30c-mobile-phone-dual-sim-4g-256gb-8gb-ram-orbit-black-133540691.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/6045331/1.jpg?5913,Tecno
Tecno Spark Go 1 Mobile Phone – Dual SIM – 4G – 128GB – 4GB RAM – Startrail Black,"EGP 4,399.00",,,https://www.jumia.com.eg/tecno-spark-go-1-mobile-phone-dual-sim-4g-128gb-4gb-ram-startrail-black-133540686.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/6045331/1.jpg?5806,Tecno
Tecno Spark 30C Mobile Phone – Dual SIM – 4G – 256GB – 8GB RAM – Orbit White,"EGP 6,500.00",,,https://www.jumia.com.eg/tecno-spark-30c-mobile-phone-dual-sim-4g-256gb-8gb-ram-orbit-white-133540692.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/6045331/1.jpg?5988,Tecno
Tecno Spark Go 1 Mobile Phone – Dual SIM – 4G – 128GB – 4GB RAM – Glittery White,"EGP 4,399.00",,,https://www.jumia.com.eg/tecno-spark-go-1-mobile-phone-dual-sim-4g-128gb-4gb-ram-glittery-white-133540687.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/6045331/1.jpg?5831,Tecno
Tecno Spark Go 1 Mobile Phone – Dual SIM – 4G – 64GB – 3GB RAM – Magic Skin Green,"EGP 3,999.00",,,https://www.jumia.com.eg/tecno-spark-go-1-mobile-phone-dual-sim-4g-64gb-3gb-ram-magic-skin-green-133540690.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/6045331/1.jpg?5936,Tecno
Tecno Spark 30 Mobile Phone – Dual SIM – 4G – 256GB – 8GB RAM – Astral Ice,"EGP 7,299.00",,,https://www.jumia.com.eg/tecno-spark-30-mobile-phone-dual-sim-4g-256gb-8gb-ram-astral-ice-133540694.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/6045331/1.jpg?5967,Tecno
XIAOMI Poco C75 - 6.88-inch 8GB/256GB Dual Sim 4G Mobile Phone - Gold,"EGP 6,340.00",,4.3 out of 5(9),https://www.jumia.com.eg/poco-c75-6.8-256gb8gb-dual-sim-4g-mobile-phone-gold-xiaomi-mpg3818375.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/7749921/1.jpg?5005,XIAOMI
"OPPO Reno 13F - 6.67"" 256GB/12GB Dual SIM 5G Mobile Phone - Purple","EGP 19,872.00",,3.7 out of 5(3),https://www.jumia.com.eg/oppo-reno-13f-6.67-256gb12gb-dual-sim-5g-mobile-phone-purple-130201798.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/7102031/1.jpg?7624,OPPO
Samsung Galaxy A36 5G - 6.7-inch 8GB-256GB Dual Sim - Mobile Phone - Awesome Back,"EGP 17,444.00",,,https://www.jumia.com.eg/samsung-galaxy-a36-5g-6.7-inch-8gb-256gb-dual-sim-mobile-phone-awesome-back-132555946.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/9555231/1.jpg?4514,Samsung
Vivo Y29 - 6.6 Inch 128GB/8GB Dual SIM 4G Mobile Phone - Elegant White,"EGP 8,099.00",,,https://www.jumia.com.eg/vivo-y29-6.6-inch-128gb8gb-dual-sim-4g-mobile-phone-elegant-white-132116486.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/4611231/1.jpg?1472,Vivo
Samsung Galaxy A06 - 6.7-inch 4GB/64GB Dual Sim 4G - Mobile Phone - Black,"EGP 4,830.00",,5 out of 5(1),https://www.jumia.com.eg/samsung-galaxy-a06-6.7-inch-4gb64gb-dual-sim-4g-mobile-phone-black-130123147.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/1321031/1.jpg?2226,Samsung
OPPO A3x Dual SIM 4G 64GB/4GB Mobile Phone - Ocean Blue,"EGP 5,810.00",,,https://www.jumia.com.eg/oppo-a3x-dual-sim-4g-64gb4gb-mobile-phone-ocean-blue-132999430.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/4999231/1.jpg?0847,OPPO
"ZTE Nubia Neo 2 Dual SIM, 256GB, 8GB RAM, 5G - Storm Grey","EGP 11,220.00",,,https://www.jumia.com.eg/zte-nubia-neo-2-dual-sim-256gb-8gb-ram-5g-storm-grey-133114371.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/3411331/1.jpg?3623,ZTE
"Honor X9c Smart 12GB/256GB - 6.8""  Dual SIM 5G Mobile Phone -moonlight White","EGP 18,252.00",,5 out of 5(1),https://www.jumia.com.eg/honor-x9c-smart-12gb256gb-6.8-dual-sim-5g-mobile-phone-moonlight-white-130604127.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/1406031/1.jpg?5931,Honor
"OPPO Mobile A5 Pro, 4G,Dual SIM, 256 GB, 8 GB RAM ,Olive Green","EGP 11,837.00",,5 out of 5(1),https://www.jumia.com.eg/oppo-mobile-a5-pro-4gdual-sim-256-gb-8-gb-ram-olive-green-131372212.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/2273131/1.jpg?8044,OPPO
"XIAOMI Redmi Note 14, 4G Dual SIM 8GB RAM 256GB -  Midnight Black","EGP 20,000.00",,5 out of 5(6),https://www.jumia.com.eg/xiaomi-redmi-note-14-4g-dual-sim-8gb-ram-256gb-midnight-black-130205341.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/3502031/1.jpg?9009,XIAOMI
"OPPO A3x - 6.6"" 64GB/4GB Dual SIM 4G Mobile Phone- Nebula Red","EGP 5,886.00",,4.7 out of 5(6),https://www.jumia.com.eg/a3x-6.67-inch-64gb4gb-dual-sim-4g-mobile-phone-nebula-red-oppo-mpg3818341.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/3638121/1.jpg?5466,OPPO
Vivo V50 Lite 5G - 256GB/12GB - Gold,"EGP 15,320.00",,4.3 out of 5(3),https://www.jumia.com.eg/vivo-v50-lite-5g-256gb12gb-gold-132116495.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/4611231/1.jpg?1467,Vivo
realme Note 60x - 6.74 Inch 128GB-4GB Dual SIM 4G Mobile Phone - Wilderness Green,"EGP 5,390.00",,4 out of 5(6),https://www.jumia.com.eg/realme-note-60x-6.74-inch-128gb-4gb-dual-sim-4g-mobile-phone-wilderness-green-130862673.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/6268031/1.jpg?2484,realme
Samsung Galaxy A05s Mobile Phone - 6.7 inches - Dual SIM 4G 128GB/6GB - Silver,"EGP 6,048.00",,4.5 out of 5(2),https://www.jumia.com.eg/samsung-galaxy-a05s-mobile-phone-6.7-inches-dual-sim-4g-128gb6gb-silver-130130470.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/4031031/1.jpg?6134,Samsung
"realme 14 Pro Dual SIM, 256GB, 12GB RAM, 5G - Pearl White","EGP 21,420.00",,,https://www.jumia.com.eg/realme-14-pro-dual-sim-256gb-12gb-ram-5g-pearl-white-133525471.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/4525331/1.jpg?7642,realme
Infinix Hot 50i - 6.7 Inch - Dual SIM Mobile Phone 4G 128GB/6GB - Sleek Black,"EGP 5,157.00",,5 out of 5(6),https://www.jumia.com.eg/hot-50i-6.7-inch-dual-sim-mobile-phone-4g-128gb6gb-sleek-black-infinix-mpg3818225.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/5960031/1.jpg?4823,Infinix
"Samsung Galaxy S24 Ultra - 6.8"" 256GB/12GB Dual SIM 5G Mobile Phone - Titanium Black","EGP 48,600.00",,5 out of 5(3),https://www.jumia.com.eg/galaxy-s24-ultra-6.8-12gb-ram-256gb-rom-200mp-5000mah-titanium-blac-5000mah-titanium-blac-titanium-black-samsung-mpg3818586.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/1265701/1.jpg?9970,Samsung
Samsung Galaxy A06 - 6.7-inch 4GB/64GB Dual Sim 4G - Mobile Phone - Light Blue,"EGP 4,830.00",,3.7 out of 5(3),https://www.jumia.com.eg/samsung-galaxy-a06-6.7-inch-4gb64gb-dual-sim-4g-mobile-phone-light-blue-130123167.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/1321031/1.jpg?3725,Samsung
"Samsung Galaxy A16 Dual SIM 4G 128GB/4GB Mobile Phone - Black 6.7 Inch With Wall Charger, 25 Watt, Type-C, Black - EP-T2510NBEGWW","EGP 7,760.00",,1 out of 5(1),https://www.jumia.com.eg/samsung-galaxy-a16-dual-sim-4g-128gb4gb-mobile-phone-black-6.7-inch-with-wall-charger-25-watt-type-c-black-ep-t2510nbegww-132041006.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/0140231/1.jpg?9522,Samsung
XIAOMI Redmi 13 - 6.79-inch 256GB/8GB Dual SIM Mobile Phone - Pink,"EGP 7,550.00",,4.2 out of 5(9),https://www.jumia.com.eg/redmi-13-6.79-inch-256gb8gb-dual-sim-mobile-phone-pink-xiaomi-mpg3818414.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/1127721/1.jpg?8737,XIAOMI
Samsung Galaxy A05s - 6.5-inch 4GB/64GB Dual Sim 4G Mobile Phone - Black,"EGP 5,360.00",,4.2 out of 5(67),https://www.jumia.com.eg/galaxy-a05s-6.7-64gb4gb-dual-sim-4g-mobile-phone-black-samsung-mpg3818073.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/9500321/1.jpg?5606,Samsung
"XIAOMI Redmi A5 Dual SIM, 128GB, 4GB RAM, 4G LTE - Ocean Blue","EGP 5,050.00",,,https://www.jumia.com.eg/xiaomi-redmi-a5-dual-sim-128gb-4gb-ram-4g-lte-ocean-blue-133114045.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/0411331/1.jpg?8103,XIAOMI
"XIAOMI Redmi Note 14 Dual SIM, 256GB, 8GB RAM, 4G LTE - Lime Green","EGP 10,110.00",,4 out of 5(1),https://www.jumia.com.eg/xiaomi-redmi-note-14-dual-sim-256gb-8gb-ram-4g-lte-lime-green-131396706.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/7693131/1.jpg?3606,XIAOMI
